index,OrderID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
1585,CA-2015-131338,1.43908E+12,1439337600000.00,First Class,NP-18325,TEC-PH-10000984,979.95,5,0,274.386
1586,CA-2015-131338,1.43908E+12,1439337600000.00,First Class,NP-18325,OFF-PA-10001357,143.7,3,0,68.976
1587,CA-2015-131338,1.43908E+12,1439337600000.00,First Class,NP-18325,OFF-FA-10000992,10.65,3,0,5.0055
1588,CA-2015-131338,1.43908E+12,1439337600000.00,First Class,NP-18325,TEC-AC-10002600,247.8,4,0,34.692
1589,CA-2016-109911,1.46301E+12,1463356800000.00,Standard Class,VG-21805,OFF-AR-10001662,10.96,4,0,2.9592
1590,US-2016-132423,1.46068E+12,1461024000000.00,Standard Class,MY-18295,OFF-AR-10001221,33.488,7,0.2,5.8604
1591,US-2016-132423,1.46068E+12,1461024000000.00,Standard Class,MY-18295,OFF-FA-10002988,8.04,5,0.2,2.9145
1592,CA-2015-122826,1.43502E+12,1435190400000.00,Second Class,RD-19480,TEC-PH-10004830,201.568,4,0.2,22.6764
1593,CA-2014-117317,1.41368E+12,1413676800000.00,Same Day,JF-15490,OFF-PA-10004519,13.44,3,0,6.5856
1594,CA-2015-118423,1.42716E+12,1427414400000.00,First Class,DP-13390,FUR-BO-10000362,359.058,3,0.3,-35.9058
1595,CA-2017-149181,1.4942E+12,1494547200000.00,Standard Class,MD-17350,FUR-CH-10004540,47.992,2,0.3,-2.0568
1596,CA-2017-132234,1.50811E+12,1508284800000.00,First Class,MY-17380,FUR-FU-10001290,547.3,13,0,175.136
1597,CA-2017-158876,1.51105E+12,1511222400000.00,Second Class,AB-10150,OFF-PA-10000308,16.896,4,0.2,5.28
1598,CA-2017-158876,1.51105E+12,1511222400000.00,Second Class,AB-10150,OFF-SU-10001165,6.672,1,0.2,0.5004
1599,CA-2017-158876,1.51105E+12,1511222400000.00,Second Class,AB-10150,OFF-AR-10003373,99.136,4,0.2,8.6744
1600,CA-2017-158876,1.51105E+12,1511222400000.00,Second Class,AB-10150,FUR-FU-10001967,15.992,2,0.6,-13.993
1601,CA-2016-164672,1.46267E+12,1463097600000.00,Second Class,GB-14530,FUR-FU-10001488,211.96,2,0,42.392
1602,US-2016-132857,1.48141E+12,1481932800000.00,Standard Class,CA-12775,OFF-AR-10003251,6.672,3,0.2,1.668
1603,CA-2017-116645,1.512E+12,1512345600000.00,Standard Class,ME-17725,OFF-AR-10001044,155.94,6,0,45.2226
1604,US-2016-115819,1.46102E+12,1461456000000.00,Second Class,JO-15280,TEC-PH-10004700,39.96,5,0.2,12.987
1605,US-2016-115819,1.46102E+12,1461456000000.00,Second Class,JO-15280,OFF-AR-10000823,5.46,3,0,1.5288
1606,US-2016-115819,1.46102E+12,1461456000000.00,Second Class,JO-15280,OFF-AR-10004456,73.2,5,0,21.228
1607,US-2016-115819,1.46102E+12,1461456000000.00,Second Class,JO-15280,OFF-BI-10000050,5.84,1,0.2,1.971
1608,US-2016-115819,1.46102E+12,1461456000000.00,Second Class,JO-15280,OFF-PA-10002377,22.72,4,0,10.224
1609,US-2016-115819,1.46102E+12,1461456000000.00,Second Class,JO-15280,OFF-BI-10000591,9.336,3,0.2,3.2676
1610,CA-2014-156349,1.40106E+12,1401408000000.00,Standard Class,ML-17395,FUR-BO-10000362,290.666,2,0.15,27.3568
1611,CA-2014-156349,1.40106E+12,1401408000000.00,Standard Class,ML-17395,TEC-PH-10000441,201.584,2,0.2,20.1584
1612,CA-2014-156349,1.40106E+12,1401408000000.00,Standard Class,ML-17395,TEC-PH-10002726,83.984,2,0.2,31.494
1613,CA-2017-138380,1.51381E+12,1514160000000.00,Standard Class,YS-21880,OFF-ST-10003306,1000.02,7,0,290.0058
1614,US-2016-113509,1.458E+12,1458345600000.00,Standard Class,PL-18925,TEC-AC-10004855,83.976,3,0.2,-13.6461
1615,CA-2015-130022,1.43916E+12,1439683200000.00,Standard Class,JK-16120,OFF-LA-10002787,3.75,1,0,1.8
1616,CA-2015-130022,1.43916E+12,1439683200000.00,Standard Class,JK-16120,OFF-LA-10002043,41.4,4,0,19.872
1617,CA-2015-130022,1.43916E+12,1439683200000.00,Standard Class,JK-16120,OFF-AR-10001915,29.79,3,0,12.5118
1618,US-2016-118780,1.47347E+12,1473811200000.00,Second Class,PN-18775,OFF-ST-10000352,59.48,2,0,8.922
1619,US-2016-118780,1.47347E+12,1473811200000.00,Second Class,PN-18775,OFF-PA-10000575,6.69,1,0,3.0774
1620,CA-2017-108560,1.49947E+12,1500076800000.00,Standard Class,JC-15385,FUR-FU-10002937,198.46,2,0,99.23
1621,CA-2017-108560,1.49947E+12,1500076800000.00,Standard Class,JC-15385,OFF-LA-10003930,786.48,8,0,385.3752
1622,CA-2017-108560,1.49947E+12,1500076800000.00,Standard Class,JC-15385,OFF-BI-10001107,23.168,2,0.2,7.8192
1623,CA-2017-108560,1.49947E+12,1500076800000.00,Standard Class,JC-15385,TEC-AC-10003063,50,2,0,10.5
1624,CA-2015-157084,1.45048E+12,1450915200000.00,Standard Class,JG-15160,TEC-PH-10002922,675.96,5,0.2,84.495
1625,CA-2015-157084,1.45048E+12,1450915200000.00,Standard Class,JG-15160,TEC-AC-10002049,1265.85,3,0,556.974
1626,CA-2015-164539,1.44763E+12,1448150400000.00,Standard Class,PO-19180,OFF-AP-10002457,523.25,5,0,141.2775
1627,CA-2015-143119,1.44305E+12,1443571200000.00,Standard Class,MC-17275,FUR-CH-10001270,517.5,6,0,155.25
1628,CA-2017-101049,1.498E+12,1498348800000.00,Second Class,AS-10240,FUR-FU-10004415,17.92,5,0.2,2.464
1629,CA-2017-101049,1.498E+12,1498348800000.00,Second Class,AS-10240,OFF-BI-10001510,41.256,6,0.7,-34.38
1630,CA-2016-106530,1.46267E+12,1462665600000.00,Same Day,CL-12565,OFF-ST-10002011,1006.056,3,0.2,88.0299
1631,CA-2016-106530,1.46267E+12,1462665600000.00,Same Day,CL-12565,OFF-PA-10002986,10.688,2,0.2,3.7408
1632,CA-2016-106530,1.46267E+12,1462665600000.00,Same Day,CL-12565,OFF-PA-10004451,10.368,2,0.2,3.6288
1633,CA-2016-106530,1.46267E+12,1462665600000.00,Same Day,CL-12565,OFF-ST-10000649,25.12,2,0.2,1.57
1634,CA-2016-106530,1.46267E+12,1462665600000.00,Same Day,CL-12565,TEC-AC-10001465,58.112,2,0.2,7.264
1635,CA-2014-168984,1.41696E+12,1417478400000.00,Standard Class,NW-18400,OFF-PA-10001166,15.552,3,0.2,5.4432
1636,CA-2014-168984,1.41696E+12,1417478400000.00,Standard Class,NW-18400,OFF-ST-10001097,669.08,5,0.2,-167.27
1637,CA-2014-168984,1.41696E+12,1417478400000.00,Standard Class,NW-18400,TEC-PH-10000038,438.336,4,0.2,-87.6672
1638,CA-2016-157266,1.46422E+12,1464739200000.00,Standard Class,TB-21280,OFF-PA-10002689,19.44,3,0,9.3312
1639,CA-2016-157266,1.46422E+12,1464739200000.00,Standard Class,TB-21280,OFF-BI-10004728,9.64,2,0,4.4344
1640,CA-2016-157266,1.46422E+12,1464739200000.00,Standard Class,TB-21280,OFF-PA-10004675,12.7,2,0,5.842
1641,CA-2016-157266,1.46422E+12,1464739200000.00,Standard Class,TB-21280,FUR-FU-10000629,41.37,3,0,17.3754
1642,US-2014-134712,1.41722E+12,1417651200000.00,Standard Class,BS-11380,OFF-FA-10003112,12.624,2,0.2,3.945
1643,CA-2015-111829,1.42672E+12,1426809600000.00,First Class,FH-14365,OFF-ST-10000142,1247.64,3,0,349.3392
1644,CA-2015-111829,1.42672E+12,1426809600000.00,First Class,FH-14365,TEC-CO-10001766,3149.93,7,0,1480.4671
1645,CA-2015-111829,1.42672E+12,1426809600000.00,First Class,FH-14365,OFF-PA-10004359,209.7,2,0,100.656
1646,CA-2015-105221,1.44634E+12,1446508800000.00,First Class,VM-21685,TEC-AC-10002323,35.36,2,0.2,-3.094
1647,CA-2015-105221,1.44634E+12,1446508800000.00,First Class,VM-21685,OFF-FA-10001135,3.168,2,0.2,-0.7128
1648,CA-2015-120341,1.44323E+12,1443484800000.00,Second Class,SF-20200,OFF-BI-10004224,121.104,6,0.7,-100.92
1649,CA-2015-120341,1.44323E+12,1443484800000.00,Second Class,SF-20200,TEC-PH-10003357,45.894,1,0.4,-9.1788
1650,CA-2014-135699,1.40927E+12,1409270400000.00,Same Day,HH-15010,OFF-PA-10004475,109.92,2,0,53.8608
1651,CA-2014-135699,1.40927E+12,1409270400000.00,Same Day,HH-15010,OFF-PA-10003001,13.36,2,0,6.4128
1652,US-2017-132444,1.51096E+12,1511222400000.00,First Class,CD-12280,OFF-ST-10003442,169.68,6,0,45.8136
1653,US-2017-132444,1.51096E+12,1511222400000.00,First Class,CD-12280,TEC-AC-10003832,132.52,4,0,54.3332
1654,US-2017-132444,1.51096E+12,1511222400000.00,First Class,CD-12280,OFF-FA-10000611,2.96,2,0,1.4208
1655,US-2017-132444,1.51096E+12,1511222400000.00,First Class,CD-12280,OFF-BI-10001116,8.448,2,0.2,2.9568
1656,US-2017-132444,1.51096E+12,1511222400000.00,First Class,CD-12280,OFF-ST-10000563,95.94,3,0,9.594
1657,CA-2014-127159,1.39985E+12,1400112000000.00,First Class,HL-15040,FUR-FU-10000010,34.79,7,0,10.7849
1658,CA-2017-161809,1.48487E+12,1485388800000.00,Standard Class,TH-21100,TEC-PH-10004922,160.776,3,0.2,10.0485
1659,CA-2017-127285,1.50932E+12,1509926400000.00,Standard Class,MM-18055,OFF-BI-10004330,88.752,3,0.2,27.735
1660,CA-2017-127285,1.50932E+12,1509926400000.00,Standard Class,MM-18055,OFF-BI-10002072,13.904,2,0.2,5.214
1661,CA-2017-144526,1.49351E+12,1494028800000.00,Standard Class,QJ-19255,TEC-PH-10002549,677.58,5,0.4,-158.102
1662,CA-2017-144526,1.49351E+12,1494028800000.00,Standard Class,QJ-19255,OFF-BI-10002353,13.896,3,0.7,-9.264
1663,CA-2016-128531,1.47995E+12,1480118400000.00,Second Class,NS-18505,OFF-ST-10001325,41.92,5,0.2,3.668
1664,CA-2016-128531,1.47995E+12,1480118400000.00,Second Class,NS-18505,TEC-AC-10002049,297.576,3,0.2,-7.4394
1665,CA-2016-128531,1.47995E+12,1480118400000.00,Second Class,NS-18505,OFF-FA-10002676,4.344,3,0.2,0.8688
1666,CA-2016-128531,1.47995E+12,1480118400000.00,Second Class,NS-18505,TEC-AC-10003023,94.992,2,0.2,-2.3748
1667,CA-2016-128531,1.47995E+12,1480118400000.00,Second Class,NS-18505,OFF-PA-10000167,74.352,3,0.2,23.235
1668,CA-2016-128531,1.47995E+12,1480118400000.00,Second Class,NS-18505,OFF-AR-10003405,14.04,3,0.2,1.5795
1669,US-2015-157154,1.42085E+12,1421280000000.00,Standard Class,MM-17920,FUR-TA-10001889,1018.104,4,0.4,-373.3048
1670,CA-2017-159457,1.50837E+12,1508976000000.00,Standard Class,RD-19480,TEC-PH-10002185,16.68,3,0.2,5.2125
1671,CA-2016-107615,1.4586E+12,1458864000000.00,First Class,RB-19645,TEC-AC-10001013,58.58,2,0,19.3314
1672,CA-2017-111647,1.49904E+12,1499385600000.00,Standard Class,RD-19585,TEC-PH-10002726,167.968,4,0.2,62.988
1673,CA-2015-150560,1.44979E+12,1449878400000.00,First Class,SW-20455,OFF-LA-10003930,196.62,2,0,96.3438
1674,CA-2015-143077,1.44245E+12,1442793600000.00,Standard Class,SF-20965,FUR-FU-10003535,21.936,2,0.6,-10.4196
1675,CA-2015-143077,1.44245E+12,1442793600000.00,Standard Class,SF-20965,OFF-BI-10000088,6.588,3,0.8,-10.2114
1676,CA-2016-122728,1.46353E+12,1464048000000.00,Standard Class,EB-13930,OFF-ST-10000604,104.28,3,0,26.07
1677,CA-2016-122728,1.46353E+12,1464048000000.00,Standard Class,EB-13930,OFF-PA-10004040,17.94,3,0,8.7906
1678,CA-2014-122882,1.41005E+12,1410566400000.00,Standard Class,SB-20290,OFF-ST-10002344,64.784,1,0.2,-14.5764
1679,CA-2014-122882,1.41005E+12,1410566400000.00,Standard Class,SB-20290,TEC-PH-10003589,32.382,3,0.4,4.3176
1680,CA-2014-122882,1.41005E+12,1410566400000.00,Standard Class,SB-20290,FUR-FU-10000758,42.368,2,0.2,8.4736
1681,CA-2014-122882,1.41005E+12,1410566400000.00,Standard Class,SB-20290,TEC-MA-10004679,399.54,4,0.7,-559.356
1682,US-2016-101497,1.47511E+12,1475280000000.00,Second Class,PS-18760,OFF-PA-10000176,18.97,1,0,9.1056
1683,CA-2016-147585,1.47848E+12,1478908800000.00,Standard Class,CB-12535,FUR-FU-10002597,14.82,3,0,6.2244
1684,CA-2017-149489,1.49299E+12,1493251200000.00,First Class,DK-12835,OFF-AP-10002495,99.28,2,0.2,12.41
1685,CA-2017-149489,1.49299E+12,1493251200000.00,First Class,DK-12835,OFF-BI-10002813,1.188,2,0.7,-0.99
1686,CA-2017-149489,1.49299E+12,1493251200000.00,First Class,DK-12835,OFF-BI-10002414,7.518,2,0.7,-5.7638
1687,CA-2017-143798,1.51286E+12,1513036800000.00,First Class,AW-10840,OFF-PA-10000788,10.368,2,0.2,3.6288
1688,CA-2017-143798,1.51286E+12,1513036800000.00,First Class,AW-10840,FUR-FU-10004306,310.88,2,0.2,23.316
1689,CA-2014-142839,1.40815E+12,1408492800000.00,Standard Class,TS-21610,FUR-TA-10001539,853.092,6,0.4,-227.4912
1690,CA-2017-129833,1.51278E+12,1513296000000.00,Standard Class,HF-14995,OFF-PA-10000575,33.45,5,0,15.387
1691,CA-2017-129833,1.51278E+12,1513296000000.00,Standard Class,HF-14995,OFF-BI-10004182,10.4,5,0,5.096
1692,US-2016-154361,1.45791E+12,1458345600000.00,Standard Class,HZ-14950,FUR-FU-10004020,21.88,5,0.2,6.2905
1693,US-2016-158708,1.4669E+12,1467158400000.00,Second Class,AB-10255,TEC-AC-10003133,13.616,2,0.2,3.5742
1694,CA-2015-156335,1.44314E+12,1443398400000.00,Second Class,PO-19195,TEC-AC-10002006,63.96,4,0,19.8276
1695,CA-2015-156335,1.44314E+12,1443398400000.00,Second Class,PO-19195,OFF-BI-10003314,14.46,3,0,7.0854
1696,CA-2015-156335,1.44314E+12,1443398400000.00,Second Class,PO-19195,TEC-PH-10002726,104.98,2,0,52.49
1697,CA-2015-148376,1.45117E+12,1451520000000.00,Standard Class,AG-10900,OFF-AP-10000240,106.96,2,0,31.0184
1698,CA-2015-148376,1.45117E+12,1451520000000.00,Standard Class,AG-10900,OFF-LA-10002381,21.56,7,0,10.3488
1699,CA-2014-135657,1.40175E+12,1402099200000.00,Second Class,SC-20725,FUR-TA-10004086,515.88,6,0,113.4936
1700,CA-2015-114069,1.43675E+12,1436918400000.00,Second Class,ND-18370,OFF-BI-10000320,11.808,2,0.2,4.2804
1701,CA-2015-114069,1.43675E+12,1436918400000.00,Second Class,ND-18370,FUR-CH-10000595,1931.04,9,0.1,321.84
1702,CA-2015-114069,1.43675E+12,1436918400000.00,Second Class,ND-18370,OFF-PA-10000349,9.96,2,0,4.6812
1703,CA-2014-139857,1.3913E+12,1391644800000.00,Standard Class,CD-12790,OFF-FA-10001843,12.35,5,0,5.8045
1704,CA-2016-106306,1.4574E+12,1457395200000.00,Same Day,PG-18820,OFF-BI-10003676,9.702,3,0.7,-7.1148
1705,CA-2015-100545,1.44815E+12,1448496000000.00,Standard Class,IM-15070,OFF-BI-10003638,11.61,2,0.7,-9.288
1706,CA-2017-123491,1.50932E+12,1509840000000.00,Standard Class,JK-15205,OFF-LA-10003077,43.86,6,0,20.6142
1707,CA-2017-123491,1.50932E+12,1509840000000.00,Standard Class,JK-15205,TEC-PH-10003505,148.48,2,0.2,16.704
1708,CA-2017-123491,1.50932E+12,1509840000000.00,Standard Class,JK-15205,OFF-PA-10003424,7.42,2,0,3.71
1709,CA-2017-123491,1.50932E+12,1509840000000.00,Standard Class,JK-15205,FUR-CH-10003061,71.992,1,0.2,-0.8999
1710,CA-2017-123491,1.50932E+12,1509840000000.00,Standard Class,JK-15205,OFF-AR-10003514,19.9,5,0,6.567
1711,CA-2017-123491,1.50932E+12,1509840000000.00,Standard Class,JK-15205,OFF-AP-10002684,1702.12,14,0,510.636
1712,CA-2015-145401,1.42258E+12,1423008000000.00,Standard Class,JP-15520,OFF-PA-10004405,14.304,6,0.2,5.0064
1713,US-2017-124968,1.50483E+12,1505260800000.00,Second Class,MM-18055,FUR-TA-10004289,765.625,7,0.5,-566.5625
1714,CA-2017-104003,1.50733E+12,1507852800000.00,Standard Class,DC-13285,FUR-BO-10003965,307.666,2,0.15,-14.4784
1715,CA-2016-154788,1.46197E+12,1462320000000.00,Standard Class,JL-15835,OFF-BI-10003314,7.712,2,0.2,2.7956
1716,CA-2016-169943,1.46362E+12,1464048000000.00,Standard Class,BN-11515,OFF-AP-10001563,242.9,5,0,70.441
1717,CA-2016-169943,1.46362E+12,1464048000000.00,Standard Class,BN-11515,OFF-ST-10004123,454.9,5,0,0
1718,CA-2016-169943,1.46362E+12,1464048000000.00,Standard Class,BN-11515,FUR-FU-10002088,35.92,4,0,15.0864
1719,CA-2016-169943,1.46362E+12,1464048000000.00,Standard Class,BN-11515,FUR-FU-10000010,39.76,8,0,12.3256
1720,CA-2016-169943,1.46362E+12,1464048000000.00,Standard Class,BN-11515,OFF-BI-10002824,47.744,4,0.2,14.92
1721,US-2015-123218,1.45057E+12,1451001600000.00,Standard Class,KD-16345,TEC-PH-10001061,159.984,2,0.2,11.9988
1722,US-2015-123218,1.45057E+12,1451001600000.00,Standard Class,KD-16345,TEC-AC-10000736,255.968,4,0.2,51.1936
1723,US-2015-123218,1.45057E+12,1451001600000.00,Standard Class,KD-16345,FUR-BO-10003966,359.058,3,0.3,-71.8116
1724,CA-2015-127453,1.45048E+12,1450569600000.00,First Class,JK-15370,OFF-AP-10000828,434.352,3,0.2,43.4352
1725,CA-2015-127453,1.45048E+12,1450569600000.00,First Class,JK-15370,OFF-AP-10002906,3.552,2,0.2,0.444
1726,CA-2015-127453,1.45048E+12,1450569600000.00,First Class,JK-15370,OFF-AP-10003860,88.832,4,0.2,7.7728
1727,US-2017-164056,1.49342E+12,1493856000000.00,Second Class,FM-14215,FUR-TA-10001307,1048.35,5,0.4,-69.89
1728,CA-2016-106894,1.4548E+12,1454803200000.00,Same Day,CA-12265,TEC-AC-10003063,100,4,0,21
1729,CA-2016-106894,1.4548E+12,1454803200000.00,Same Day,CA-12265,OFF-LA-10001045,7.83,3,0,3.6018
1730,CA-2014-125136,1.41186E+12,1412294400000.00,Standard Class,KD-16495,OFF-PA-10001457,96.256,8,0.2,31.2832
1731,CA-2014-125136,1.41186E+12,1412294400000.00,Standard Class,KD-16495,OFF-PA-10001804,10.688,2,0.2,3.7408
1732,US-2016-131149,1.46811E+12,1468454400000.00,Standard Class,LH-17155,OFF-ST-10000689,338.04,3,0.2,-33.804
1733,US-2016-131149,1.46811E+12,1468454400000.00,Standard Class,LH-17155,OFF-AR-10002135,154.24,4,0.2,17.352
1734,CA-2017-101483,1.50129E+12,1501545600000.00,Second Class,AG-10675,OFF-AP-10002082,34.848,2,0.2,6.534
1735,CA-2017-101483,1.50129E+12,1501545600000.00,Second Class,AG-10675,TEC-PH-10003442,22,5,0.2,1.375
1736,CA-2017-101483,1.50129E+12,1501545600000.00,Second Class,AG-10675,OFF-AR-10002833,4.368,3,0.2,0.3822
1737,CA-2015-130204,1.44124E+12,1441756800000.00,Standard Class,DB-13120,OFF-ST-10001325,31.44,3,0,8.4888
1738,CA-2015-130204,1.44124E+12,1441756800000.00,Standard Class,DB-13120,TEC-AC-10003038,17.9,2,0,3.401
1739,CA-2015-130204,1.44124E+12,1441756800000.00,Standard Class,DB-13120,TEC-AC-10003590,129.45,5,0,46.602
1740,CA-2014-110527,1.40754E+12,1408147200000.00,Standard Class,ED-13885,OFF-LA-10000262,20.88,8,0,9.6048
1741,CA-2017-152807,1.50932E+12,1509667200000.00,Standard Class,MC-18100,OFF-PA-10004355,20.736,4,0.2,7.2576
1742,CA-2017-152807,1.50932E+12,1509667200000.00,Standard Class,MC-18100,FUR-FU-10004415,7.168,2,0.2,0.9856
1743,CA-2017-152807,1.50932E+12,1509667200000.00,Standard Class,MC-18100,OFF-ST-10002486,11.168,2,0.2,-2.5128
1744,CA-2017-152807,1.50932E+12,1509667200000.00,Standard Class,MC-18100,TEC-AC-10001142,442.4,7,0.2,-55.3
1745,CA-2014-133270,1.40201E+12,1402272000000.00,First Class,BM-11785,OFF-AR-10002656,13.36,2,0,4.9432
1746,CA-2016-155670,1.47105E+12,1471392000000.00,Second Class,EM-14065,OFF-BI-10000138,11.232,8,0.7,-8.2368
1747,CA-2016-155670,1.47105E+12,1471392000000.00,Second Class,EM-14065,OFF-PA-10004947,10.272,3,0.2,3.21
1748,US-2014-157406,1.39838E+12,1398729600000.00,Standard Class,DA-13450,OFF-PA-10003543,10.368,2,0.2,3.6288
1749,US-2014-157406,1.39838E+12,1398729600000.00,Standard Class,DA-13450,OFF-AR-10002221,6.24,3,0.2,0.546
1750,CA-2015-139094,1.44815E+12,1448582400000.00,Standard Class,MO-17800,FUR-TA-10004607,206.962,2,0.3,-32.5226
1751,CA-2017-168837,1.50794E+12,1508198400000.00,First Class,JW-15955,FUR-FU-10001918,9.46,2,0,3.6894
1752,CA-2017-116715,1.51217E+12,1512432000000.00,First Class,VW-21775,OFF-ST-10004340,559.62,9,0,151.0974
1753,CA-2017-116715,1.51217E+12,1512432000000.00,First Class,VW-21775,OFF-PA-10004475,109.92,2,0,53.8608
1754,CA-2017-116715,1.51217E+12,1512432000000.00,First Class,VW-21775,OFF-PA-10003893,8.56,2,0,3.852
1755,CA-2015-135622,1.44953E+12,1449792000000.00,Second Class,TT-21460,OFF-PA-10000100,360.712,11,0.2,130.7581
1756,CA-2015-135622,1.44953E+12,1449792000000.00,Second Class,TT-21460,TEC-PH-10001817,1718.4,6,0.2,150.36
1757,US-2015-107349,1.43675E+12,1436918400000.00,First Class,SL-20155,OFF-BI-10001765,41.568,6,0.8,-66.5088
1758,CA-2014-139017,1.39977E+12,1400284800000.00,Standard Class,RM-19375,TEC-AC-10001013,46.864,2,0.2,7.6154
1759,CA-2014-141817,1.38888E+12,1389484800000.00,Standard Class,MB-18085,OFF-AR-10003478,19.536,3,0.2,4.884
1760,CA-2015-130785,1.44141E+12,1441756800000.00,Standard Class,AG-10900,FUR-BO-10000330,411.332,4,0.15,-4.8392
1761,CA-2015-130785,1.44141E+12,1441756800000.00,Standard Class,AG-10900,OFF-BI-10001900,28.752,6,0.2,9.7038
1762,CA-2015-130785,1.44141E+12,1441756800000.00,Standard Class,AG-10900,FUR-BO-10003159,293.199,3,0.15,-20.6964
1763,CA-2016-110254,1.47027E+12,1470614400000.00,Standard Class,ML-17755,OFF-SU-10002573,35.06,2,0,10.518
1764,CA-2016-110254,1.47027E+12,1470614400000.00,Standard Class,ML-17755,OFF-LA-10004484,4.13,1,0,1.8998
1765,CA-2016-110254,1.47027E+12,1470614400000.00,Standard Class,ML-17755,FUR-FU-10001591,109.8,9,0,46.116
1766,CA-2016-110254,1.47027E+12,1470614400000.00,Standard Class,ML-17755,OFF-LA-10002034,9.82,2,0,4.8118
1767,US-2014-158057,1.39545E+12,1395792000000.00,Standard Class,CC-12685,OFF-BI-10004410,7.644,4,0.7,-5.8604
1768,US-2014-158057,1.39545E+12,1395792000000.00,Standard Class,CC-12685,OFF-BI-10002735,51.465,5,0.7,-39.4565
1769,CA-2017-146024,1.48841E+12,1488931200000.00,Standard Class,SC-20770,OFF-SU-10001935,6.976,4,0.2,-1.3952
1770,CA-2017-146024,1.48841E+12,1488931200000.00,Standard Class,SC-20770,OFF-BI-10003291,12.222,7,0.8,-20.1663
1771,CA-2016-129686,1.4802E+12,1480377600000.00,Second Class,GG-14650,OFF-ST-10004337,97.984,2,0.2,-24.496
1772,CA-2016-129686,1.4802E+12,1480377600000.00,Second Class,GG-14650,TEC-AC-10001266,62.4,6,0.2,19.5
1773,CA-2014-118976,1.39864E+12,1399075200000.00,Standard Class,MY-18295,OFF-BI-10001628,20.86,2,0,9.387
1774,CA-2014-118976,1.39864E+12,1399075200000.00,Standard Class,MY-18295,OFF-ST-10000877,497.61,9,0,129.3786
1775,CA-2014-118976,1.39864E+12,1399075200000.00,Standard Class,MY-18295,OFF-AR-10004752,5.34,2,0,1.4952
1776,CA-2014-118976,1.39864E+12,1399075200000.00,Standard Class,MY-18295,OFF-LA-10000452,3.15,1,0,1.512
1777,CA-2015-105347,1.44832E+12,1448668800000.00,Standard Class,DP-13000,OFF-PA-10000675,368.91,9,0,180.7659
1778,CA-2015-105347,1.44832E+12,1448668800000.00,Standard Class,DP-13000,OFF-AR-10003045,14.7,5,0,6.615
1779,CA-2016-124667,1.47882E+12,1479254400000.00,Standard Class,BD-11770,TEC-AC-10003447,59.97,3,0,14.9925
1780,CA-2016-124667,1.47882E+12,1479254400000.00,Standard Class,BD-11770,OFF-ST-10002276,83.36,1,0,20.84
1781,CA-2015-111094,1.4364E+12,1436745600000.00,Standard Class,CB-12535,OFF-PA-10001609,6.58,2,0,3.0268
1782,CA-2015-111094,1.4364E+12,1436745600000.00,Standard Class,CB-12535,OFF-BI-10001597,122.94,3,0,59.0112
1783,CA-2017-166317,1.50604E+12,1506384000000.00,Standard Class,JE-15610,OFF-PA-10004475,219.84,4,0,107.7216
1784,CA-2017-166317,1.50604E+12,1506384000000.00,Standard Class,JE-15610,TEC-AC-10004510,98.16,6,0,9.816
1785,CA-2017-166317,1.50604E+12,1506384000000.00,Standard Class,JE-15610,OFF-BI-10002976,33.04,8,0,15.5288
1786,CA-2017-166317,1.50604E+12,1506384000000.00,Standard Class,JE-15610,TEC-PH-10001615,86.97,3,0,25.2213
1787,CA-2015-154326,1.42396E+12,1424304000000.00,Standard Class,RP-19855,TEC-PH-10001819,134.97,3,0,64.7856
1788,CA-2015-154326,1.42396E+12,1424304000000.00,Standard Class,RP-19855,TEC-PH-10000560,699.98,2,0,195.9944
1789,CA-2015-154326,1.42396E+12,1424304000000.00,Standard Class,RP-19855,TEC-AC-10004568,139.95,5,0,26.5905
1790,CA-2014-102008,1.41204E+12,1412380800000.00,Standard Class,RA-19915,OFF-PA-10004092,48.94,1,0,24.47
1791,CA-2014-120474,1.41739E+12,1417564800000.00,First Class,RP-19390,FUR-CH-10001854,2807.84,8,0,673.8816
1792,CA-2014-120474,1.41739E+12,1417564800000.00,First Class,RP-19390,OFF-AR-10000475,46.64,4,0,12.5928
1793,CA-2014-104773,1.418E+12,1418428800000.00,Standard Class,TB-21175,OFF-ST-10000777,60.416,2,0.2,6.0416
1794,CA-2016-140774,1.47303E+12,1473465600000.00,Standard Class,BE-11455,OFF-AR-10004022,107.94,3,0,26.985
1795,US-2017-139465,1.50379E+12,1504051200000.00,First Class,MR-17545,OFF-ST-10002352,63.84,8,0,16.5984
1796,US-2017-139465,1.50379E+12,1504051200000.00,First Class,MR-17545,TEC-PH-10000455,347.97,3,0,100.9113
1797,US-2017-139465,1.50379E+12,1504051200000.00,First Class,MR-17545,OFF-BI-10003910,37.008,6,0.2,11.565
1798,CA-2016-100965,1.46785E+12,1468195200000.00,Standard Class,RM-19375,FUR-FU-10003039,215.65,5,0,73.321
1799,CA-2016-121034,1.47061E+12,1470787200000.00,Second Class,JF-15565,OFF-FA-10000585,11.168,4,0.2,3.6296
1800,CA-2016-121034,1.47061E+12,1470787200000.00,Second Class,JF-15565,OFF-PA-10001994,53.952,3,0.2,17.5344
1801,CA-2016-149461,1.479E+12,1479513600000.00,Standard Class,AS-10135,FUR-FU-10004270,4.18,1,0,1.5048
